ZIP,Household Count,City/Town,County,Population,,,,,,,
95977,"1,822",Smartsville,Yuba County,"1,822",,,,,,,
95441,"1,819",Geyserville,Sonoma County,"1,819",,,,,,,
95918,"1,807",Browns Valley,Yuba County,"1,807",,,,,,,
96028,"1,805",Fall River Mills,Shasta County,"1,805",,,,,,,
90263,"1,803",Malibu,Los Angeles County,"1,803",,,,,,,
93920,"1,790",Big Sur,Monterey County,"1,790",,,,,,,
95551,"1,789",Loleta,Humboldt County,"1,789",,,,,,,
95255,"1,787",West Point,Calaveras County,"1,787",,,,,,,
95942,"1,786",Forest Ranch,Butte County,"1,786",,,,,,,
95449,"1,785",Hopland,Mendocino County,"1,785",,,,,,,
93527,"1,734",Inyokern,Tulare County,"1,734",,,,,,,
93266,"1,720",Stratford,Kings County,"1,720",,,,,,,
95454,"1,714",Laytonville,Mendocino County,"1,714",,,,,,,
93206,"1,709",Buttonwillow,Kern County,"1,709",,,,,,,
95524,"1,700",Bayside,Humboldt County,"1,700",,,,,,,
93252,"1,680",Maricopa,Ventura County,"1,680",,,,,,,
95421,"1,679",Cazadero,Sonoma County,"1,679",,,,,,,
92061,"1,677",Pauma Valley,San Diego County,"1,677",,,,,,,
95211,"1,676",Stockton,San Joaquin County,"1,676",,,,,,,
95319,"1,651",Empire,Stanislaus County,"1,651",,,,,,,
93513,"1,649",Big Pine,Inyo County,"1,649",,,,,,,
95372,"1,639",Soulsbyville,Tuolumne County,"1,639",,,,,,,
92273,"1,631",Seeley,Imperial County,"1,631",,,,,,,
95975,"1,628",Rough And Ready,Nevada County,"1,628",,,,,,,
92561,"1,622",Mountain Center,Riverside County,"1,622",,,,,,,
95690,"1,621",Walnut Grove,Sacramento County,"1,621",,,,,,,
95374,"1,581",Stevinson,Merced County,"1,581",,,,,,,
96118,"1,581",Loyalton,Sierra County,"1,581",,,,,,,
93651,"1,580",Prather,Fresno County,"1,580",,,,,,,
93426,"1,566",Bradley,Monterey County,"1,566",,,,,,,
95528,"1,555",Carlotta,Humboldt County,"1,555",,,,,,,
95246,"1,548",Mountain Ranch,Calaveras County,"1,548",,,,,,,
95641,"1,517",Isleton,Sacramento County,"1,517",,,,,,,
95323,"1,516",Hickman,Stanislaus County,"1,516",,,,,,,
95689,"1,498",Volcano,Amador County,"1,498",,,,,,,
95612,"1,462",Clarksburg,Yolo County,"1,462",,,,,,,
92059,"1,456",Pala,San Diego County,"1,456",,,,,,,
94973,"1,438",Woodacre,Marin County,"1,438",,,,,,,
93432,"1,434",Creston,San Luis Obispo County,"1,434",,,,,,,
93544,"1,427",Llano,Los Angeles County,"1,427",,,,,,,
95039,"1,427",Moss Landing,Monterey County,"1,427",,,,,,,
95573,"1,417",Willow Creek,Humboldt County,"1,417",,,,,,,
95955,"1,413",Maxwell,Colusa County,"1,413",,,,,,,
91905,"1,411",Boulevard,San Diego County,"1,411",,,,,,,
92086,"1,409",Warner Springs,San Diego County,"1,409",,,,,,,
95947,"1,407",Greenville,Plumas County,"1,407",,,,,,,
92275,"1,406",Salton City,Imperial County,"1,406",,,,,,,
93239,"1,404",Kettleman City,Kings County,"1,404",,,,,,,
92398,"1,394",Yermo,San Bernardino County,"1,394",,,,,,,
94923,"1,390",Bodega Bay,Sonoma County,"1,390",,,,,,,
96069,"1,390",Oak Run,Shasta County,"1,390",,,,,,,
95415,"1,383",Boonville,Mendocino County,"1,383",,,,,,,
93653,"1,378",Raymond,Madera County,"1,378",,,,,,,
95636,"1,374",Grizzly Flats,El Dorado County,"1,374",,,,,,,
95681,"1,370",Sheridan,Placer County,"1,370",,,,,,,
93461,"1,369",Shandon,San Luis Obispo County,"1,369",,,,,,,
95968,"1,366",Palermo,Butte County,"1,366",,,,,,,
92282,"1,361",Whitewater,Riverside County,"1,361",,,,,,,
95525,"1,358",Blue Lake,Humboldt County,"1,358",,,,,,,
93925,"1,352",Chualar,Monterey County,"1,352",,,,,,,
93545,"1,342",Lone Pine,Inyo County,"1,342",,,,,,,
94924,"1,342",Bolinas,Marin County,"1,342",,,,,,,
96103,"1,340",Blairsden Graeagle,Plumas County,"1,340",,,,,,,
95560,"1,337",Redway,Humboldt County,"1,337",,,,,,,
95469,"1,323",Potter Valley,Mendocino County,"1,323",,,,,,,
96056,"1,318",Mcarthur,Lassen County,"1,318",,,,,,,
94060,"1,312",Pescadero,San Mateo County,"1,312",,,,,,,
96109,"1,297",Doyle,Lassen County,"1,297",,,,,,,
92091,"1,288",Rancho Santa Fe,San Diego County,"1,288",,,,,,,
94933,"1,284",Forest Knolls,Marin County,"1,284",,,,,,,
96048,"1,283",Junction City,Trinity County,"1,283",,,,,,,
91934,"1,251",Jacumba,San Diego County,"1,251",,,,,,,
95465,"1,251",Occidental,Sonoma County,"1,251",,,,,,,
95452,"1,240",Kenwood,Sonoma County,"1,240",,,,,,,
92242,"1,230",Earp,San Bernardino County,"1,230",,,,,,,
95497,"1,224",The Sea Ranch,Sonoma County,"1,224",,,,,,,
96140,"1,219",Carnelian Bay,Placer County,"1,219",,,,,,,
95387,"1,215",Westley,Stanislaus County,"1,215",,,,,,,
96044,"1,215",Hornbrook,Siskiyou County,"1,215",,,,,,,
93201,"1,209",Alpaugh,Tulare County,"1,209",,,,,,,
96120,"1,209",Markleeville,Alpine County,"1,209",,,,,,,
93601,"1,206",Ahwahnee,Madera County,"1,206",,,,,,,
95686,"1,194",Thornton,San Joaquin County,"1,194",,,,,,,
95652,"1,193",Mcclellan,Sacramento County,"1,193",,,,,,,
94956,"1,189",Point Reyes Station,Marin County,"1,189",,,,,,,
96023,"1,189",Dorris,Siskiyou County,"1,189",,,,,,,
92257,"1,186",Niland,Imperial County,"1,186",,,,,,,
95919,"1,183",Brownsville,Yuba County,"1,183",,,,,,,
95227,"1,180",Clements,San Joaquin County,"1,180",,,,,,,
95426,"1,178",Cobb,Lake County,"1,178",,,,,,,
93424,"1,174",Avila Beach,San Luis Obispo County,"1,174",,,,,,,
93740,"1,174",Fresno,Fresno County,"1,174",,,,,,,
95645,"1,162",Knights Landing,Yolo County,"1,162",,,,,,,
96057,"1,158",Mccloud,Siskiyou County,"1,158",,,,,,,
95589,"1,153",Whitethorn,Humboldt County,"1,153",,,,,,,
95615,"1,147",Courtland,Sacramento County,"1,147",,,,,,,
96146,"1,147",Olympic Valley,Placer County,"1,147",,,,,,,
95937,"1,145",Dunnigan,Yolo County,"1,145",,,,,,,
95549,"1,140",Kneeland,Humboldt County,"1,140",,,,,,,
93553,"1,136",Pearblossom,Los Angeles County,"1,136",,,,,,,
95962,"1,136",Oregon House,Yuba County,"1,136",,,,,,,
95664,"1,133",Pilot Hill,El Dorado County,"1,133",,,,,,,
92518,"1,132",March Air Reserve Base,Riverside County,"1,132",,,,,,,
93246,"1,129",Lemoore,Kings County,"1,129",,,,,,,
93606,"1,129",Biola,Fresno County,"1,129",,,,,,,
96008,"1,123",Bella Vista,Shasta County,"1,123",,,,,,,
95547,"1,121",Hydesville,Humboldt County,"1,121",,,,,,,
96024,"1,105",Douglas City,Trinity County,"1,105",,,,,,,
92135,"1,095",San Diego,San Diego County,"1,095",,,,,,,
95462,"1,091",Monte Rio,Sonoma County,"1,091",,,,,,,
93258,"1,086",Porterville,Tulare County,"1,086",,,,,,,
93441,"1,085",Los Olivos,Santa Barbara County,"1,085",,,,,,,
96051,"1,067",Lakehead,Shasta County,"1,067",,,,,,,
92339,"1,064",Forest Falls,San Bernardino County,"1,064",,,,,,,
94575,"1,048",Moraga,Contra Costa County,"1,048",,,,,,,
95701,"1,045",Alta,Placer County,"1,045",,,,,,,
95346,"1,041",Mi Wuk Village,Tuolumne County,"1,041",,,,,,,
93928,"1,040",Jolon,Monterey County,"1,040",,,,,,,
95553,"1,037",Miranda,Humboldt County,"1,037",,,,,,,
95548,"1,034",Klamath,Del Norte County,"1,034",,,,,,,
93668,"1,025",Tranquillity,Fresno County,"1,025",,,,,,,
92328,"1,022",Death Valley,Inyo County,"1,022",,,,,,,
95538,"1,022",Fort Dick,Del Norte County,"1,022",,,,,,,
94592,"1,020",Vallejo,Solano County,"1,020",,,,,,,
95225,"1,019",Burson,Calaveras County,"1,019",,,,,,,
92368,"1,018",Oro Grande,San Bernardino County,"1,018",,,,,,,
93608,"1,018",Cantua Creek,Fresno County,"1,018",,,,,,,
90073,"1,014",Los Angeles,Los Angeles County,"1,014",,,,,,,
96062,"1,002",Millville,Shasta County,"1,002",,,,,,,
93067,999,Summerland,Santa Barbara County,999,,,,,,,
91125,996,Pasadena,Los Angeles County,996,,,,,,,
93243,977,Lebec,Kern County,977,,,,,,,
95916,965,Berry Creek,Butte County,965,,,,,,,
94586,964,Sunol,Alameda County,964,,,,,,,
96104,962,Cedarville,Modoc County,962,,,,,,,
95317,948,El Nido,Merced County,948,,,,,,,
95635,948,Greenwood,El Dorado County,948,,,,,,,
96142,946,Tahoma,El Dorado County,946,,,,,,,
94937,938,Inverness,Marin County,938,,,,,,,
95563,911,Salyer,Trinity County,911,,,,,,,
95017,907,Davenport,Santa Cruz County,907,,,,,,,
93645,897,O'Neals,Madera County,897,,,,,,,
93518,894,Caliente,Kern County,894,,,,,,,
93624,892,Five Points,Fresno County,892,,,,,,,
95303,891,Ballico,Merced County,891,,,,,,,
95466,880,Philo,Mendocino County,880,,,,,,,
93255,872,Onyx,Kern County,872,,,,,,,
93254,869,New Cuyama,Santa Barbara County,869,,,,,,,
96107,868,Coleville,Mono County,868,,,,,,,
93238,866,Kernville,Tulare County,866,,,,,,,
95313,860,Crows Landing,Stanislaus County,860,,,,,,,
95565,860,Scotia,Humboldt County,860,,,,,,,
95674,859,Rio Oso,Sutter County,859,,,,,,,
93526,855,Independence,Inyo County,855,,,,,,,
95459,853,Manchester,Mendocino County,853,,,,,,,
91917,851,Dulzura,San Diego County,851,,,,,,,
93440,846,Los Alamos,Santa Barbara County,846,,,,,,,
96047,843,Igo,Shasta County,843,,,,,,,
93450,830,San Ardo,Monterey County,830,,,,,,,
96087,824,Shasta,Shasta County,824,,,,,,,
93541,817,Lee Vining,Mono County,817,,,,,,,
96058,809,Macdoel,Siskiyou County,809,,,,,,,
95041,803,Mount Hermon,Santa Cruz County,803,,,,,,,
95410,797,Albion,Mendocino County,797,,,,,,,
93218,796,Ducor,Tulare County,796,,,,,,,
95659,790,Nicolaus,Sutter County,790,,,,,,,
92321,784,Cedar Glen,San Bernardino County,784,,,,,,,
95306,784,Catheys Valley,Mariposa County,784,,,,,,,
96096,784,Whitmore,Shasta County,784,,,,,,,
95439,782,Fulton,Sonoma County,782,,,,,,,
95471,780,Rio Nido,Sonoma County,780,,,,,,,
95369,778,Snelling,Merced County,778,,,,,,,
95456,775,Little River,Mendocino County,775,,,,,,,
92358,762,Lytle Creek,San Bernardino County,762,,,,,,,
92070,761,Santa Ysabel,San Diego County,761,,,,,,,
95957,752,Meridian,Sutter County,752,,,,,,,
91931,749,Guatay,San Diego County,749,,,,,,,
95629,747,Fiddletown,Amador County,747,,,,,,,
92322,746,Cedarpines Park,San Bernardino County,746,,,,,,,
95830,746,Sacramento,Sacramento County,746,,,,,,,
91008,744,Duarte,Los Angeles County,744,,,,,,,
95651,738,Lotus,El Dorado County,738,,,,,,,
94528,726,Diablo,Contra Costa County,726,,,,,,,
96039,726,Happy Camp,Siskiyou County,726,,,,,,,
93043,722,Port Hueneme Cbc Base,Ventura County,722,,,,,,,
94567,719,Pope Valley,Napa County,719,,,,,,,
93666,704,Sultana,Tulare County,704,,,,,,,
95527,701,Burnt Ranch,Trinity County,701,,,,,,,
96091,693,Trinity Center,Trinity County,693,,,,,,,
95556,692,Orleans,Humboldt County,692,,,,,,,
94946,673,Nicasio,Marin County,673,,,,,,,
95943,670,Glenn,Glenn County,670,,,,,,,
95043,669,Paicines,San Benito County,669,,,,,,,
96084,664,Round Mountain,Shasta County,664,,,,,,,
96129,640,Beckwourth,Plumas County,640,,,,,,,
95526,638,Bridgeville,Humboldt County,638,,,,,,,
92327,633,Daggett,San Bernardino County,633,,,,,,,
92678,630,Trabuco Canyon,Orange County,630,,,,,,,
96148,630,Tahoe Vista,Placer County,630,,,,,,,
95537,629,Fields Landing,Humboldt County,629,,,,,,,
91963,624,Potrero,San Diego County,624,,,,,,,
95432,614,Elk,Mendocino County,614,,,,,,,
94613,612,Oakland,Alameda County,612,,,,,,,
92347,601,Hinkley,San Bernardino County,601,,,,,,,
96128,600,Standish,Lassen County,600,,,,,,,
94548,598,Knightsen,Contra Costa County,598,,,,,,,
95960,594,North San Juan,Sierra County,594,,,,,,,
95922,593,Camptonville,Yuba County,593,,,,,,,
96141,592,Homewood,Placer County,592,,,,,,,
95427,589,Comptche,Mendocino County,589,,,,,,,
93517,587,Bridgeport,Mono County,587,,,,,,,
96006,587,Adin,Lassen County,587,,,,,,,
92317,567,Blue Jay,San Bernardino County,567,,,,,,,
95075,566,Tres Pinos,San Benito County,566,,,,,,,
95564,564,Samoa,Humboldt County,564,,,,,,,
92309,561,Baker,San Bernardino County,561,,,,,,,
96015,560,Canby,Modoc County,560,,,,,,,
94104,557,San Francisco,San Francisco County,557,,,,,,,
95728,549,Soda Springs,Placer County,549,,,,,,,
92258,547,North Palm Springs,Riverside County,547,,,,,,,
95585,545,Leggett,Mendocino County,545,,,,,,,
95385,531,Vernalis,Stanislaus County,531,,,,,,,
95345,528,Midpines,Mariposa County,528,,,,,,,
95318,522,El Portal,Mariposa County,522,,,,,,,
92092,521,La Jolla,San Diego County,521,,,,,,,
95251,521,Vallecito,Calaveras County,521,,,,,,,
95444,516,Graton,Sonoma County,516,,,,,,,
95230,513,Farmington,Stanislaus County,513,,,,,,,
94922,509,Bodega,Sonoma County,509,,,,,,,
95668,507,Pleasant Grove,Sutter County,507,,,,,,,
92060,506,Palomar Mountain,San Diego County,506,,,,,,,
95253,504,Victor,San Joaquin County,504,,,,,,,
93224,501,Fellows,Kern County,501,,,,,,,
93954,501,San Lucas,Monterey County,501,,,,,,,
92305,500,Angelus Oaks,San Bernardino County,500,,,,,,,
96038,499,Grenada,Siskiyou County,499,,,,,,,
95545,492,Honeydew,Humboldt County,492,,,,,,,
95675,487,River Pines,Amador County,487,,,,,,,
90742,469,Sunset Beach,Orange County,469,,,,,,,
92350,468,Loma Linda,San Bernardino County,468,,,,,,,
95970,466,Princeton,Colusa County,466,,,,,,,
95935,465,Dobbins,Yuba County,465,,,,,,,
96106,465,Clio,Plumas County,465,,,,,,,
94963,462,San Geronimo,Marin County,462,,,,,,,
95956,458,Meadow Valley,Plumas County,458,,,,,,,
95653,455,Madison,Yolo County,455,,,,,,,
95914,450,Bangor,Butte County,450,,,,,,,
94929,442,Dillon Beach,Marin County,442,,,,,,,
95950,442,Grimes,Colusa County,442,,,,,,,
92378,437,Rimforest,San Bernardino County,437,,,,,,,
90743,434,Surfside,Orange County,434,,,,,,,
92333,429,Fawnskin,San Bernardino County,429,,,,,,,
96105,429,Chilcoot,Plumas County,429,,,,,,,
94938,428,Lagunitas,Marin County,428,,,,,,,
93531,425,Keene,Kern County,425,,,,,,,
95552,423,Mad River,Trinity County,423,,,,,,,
96090,421,Tehama,Tehama County,421,,,,,,,
95930,417,Clipper Mills,Butte County,417,,,,,,,
95714,411,Dutch Flat,Placer County,411,,,,,,,
92268,405,Pioneertown,San Bernardino County,405,,,,,,,
96092,402,Vina,Tehama County,402,,,,,,,
94970,400,Stinson Beach,Marin County,400,,,,,,,
96050,400,Klamath River,Siskiyou County,400,,,,,,,
95221,398,Altaville,Calaveras County,398,,,,,,,
95257,398,Wilseyville,Calaveras County,398,,,,,,,
95941,396,Forbestown,Butte County,396,,,,,,,
95983,395,Taylorsville,Plumas County,395,,,,,,,
93665,386,South Dos Palos,Merced County,386,,,,,,,
93652,378,Raisin City,Fresno County,378,,,,,,,
93673,378,Traver,Tulare County,378,,,,,,,
95543,376,Gasquet,Del Norte County,376,,,,,,,
95939,376,Elk Creek,Glenn County,376,,,,,,,
95979,374,Stonyford,Colusa County,374,,,,,,,
93932,370,Lockwood,Monterey County,370,,,,,,,
95555,370,Orick,Humboldt County,370,,,,,,,
93604,366,Bass Lake,Madera County,366,,,,,,,
95488,366,Westport,Mendocino County,366,,,,,,,
94971,364,Tomales,Marin County,364,,,,,,,
96065,364,Montgomery Creek,Shasta County,364,,,,,,,
95007,359,Brookdale,Santa Cruz County,359,,,,,,,
95601,352,Amador City,Amador County,352,,,,,,,
95420,351,Caspar,Mendocino County,351,,,,,,,
95254,350,Wallace,Calaveras County,350,,,,,,,
95435,347,Finley,Lake County,347,,,,,,,
96034,345,Gazelle,Siskiyou County,345,,,,,,,
96075,341,Paynes Creek,Tehama County,341,,,,,,,
92341,331,Green Valley Lake,San Bernardino County,331,,,,,,,
96046,328,Hyampom,Trinity County,328,,,,,,,
93669,324,Wishon,Madera County,324,,,,,,,
96059,323,Manton,Tehama County,323,,,,,,,
96033,321,French Gulch,Shasta County,321,,,,,,,
96124,320,Calpine,Sierra County,320,,,,,,,
92066,319,Ranchita,San Diego County,319,,,,,,,
96016,319,Cassel,Shasta County,319,,,,,,,
95639,314,Hood,Sacramento County,314,,,,,,,
90071,313,Los Angeles,Los Angeles County,313,,,,,,,
93512,313,Benton,Mono County,313,,,,,,,
95554,313,Myers Flat,Humboldt County,313,,,,,,,
95913,313,Artois,Glenn County,313,,,,,,,
95224,311,Avery,Calaveras County,311,,,,,,,
91210,310,Glendale,Los Angeles County,310,,,,,,,
93628,310,Hume,Fresno County,310,,,,,,,
93407,309,San Luis Obispo,San Luis Obispo County,309,,,,,,,
93452,307,San Simeon,San Luis Obispo County,307,,,,,,,
95837,306,Sacramento,Sacramento County,306,,,,,,,
93529,302,June Lake,Mono County,302,,,,,,,
91759,299,Mt Baldy,Los Angeles County,299,,,,,,,
92239,296,Desert Center,Riverside County,296,,,,,,,
93251,293,McKittrick,Kern County,293,,,,,,,
93664,288,Shaver Lake,Fresno County,288,,,,,,,
96117,288,Litchfield,Lassen County,288,,,,,,,
95312,284,Cressey,Merced County,284,,,,,,,
95697,281,Yolo,Yolo County,281,,,,,,,
95637,276,Guinda,Yolo County,276,,,,,,,
95450,272,Jenner,Sonoma County,272,,,,,,,
95412,271,Annapolis,Sonoma County,271,,,,,,,
96054,269,Lookout,Modoc County,269,,,,,,,
96086,268,Seiad Valley,Siskiyou County,268,,,,,,,
94940,260,Marshall,Marin County,260,,,,,,,
93549,254,Olancha,Inyo County,254,,,,,,,
94569,251,Port Costa,Contra Costa County,251,,,,,,,
93603,249,Badger,Tulare County,249,,,,,,,
95646,249,Kirkwood,Alpine County,249,,,,,,,
96009,247,Bieber,Lassen County,247,,,,,,,
95558,246,Petrolia,Humboldt County,246,,,,,,,
92134,241,San Diego,San Diego County,241,,,,,,,
95607,235,Capay,Yolo County,235,,,,,,,
96125,234,Sierra City,Sierra County,234,,,,,,,
95233,233,Hathaway Pines,Calaveras County,233,,,,,,,
93207,232,California Hot Springs,Tulare County,232,,,,,,,
96011,232,Big Bend,Shasta County,232,,,,,,,
93227,227,Goshen,Tulare County,227,,,,,,,
96126,227,Sierraville,Sierra County,227,,,,,,,
92259,225,Ocotillo,Imperial County,225,,,,,,,
95568,224,Somes Bar,Siskiyou County,224,,,,,,,
93563,222,Valyermo,Los Angeles County,222,,,,,,,
93641,216,Miramonte,Fresno County,216,,,,,,,
95550,213,Korbel,Humboldt County,213,,,,,,,
94516,212,Canyon,Contra Costa County,212,,,,,,,
95417,211,Branscomb,Mendocino County,211,,,,,,,
95232,202,Glencoe,Calaveras County,202,,,,,,,
93962,198,Spreckels,Monterey County,198,,,,,,,
92155,196,San Diego,San Diego County,196,,,,,,,
93627,196,Helm,Fresno County,196,,,,,,,
95698,196,Zamora,Yolo County,196,,,,,,,
95443,190,Glenhaven,Lake County,190,,,,,,,
95925,188,Challenge,Yuba County,188,,,,,,,
96133,188,Topaz,Mono County,188,,,,,,,
92389,187,Tecopa,Inyo County,187,,,,,,,
95606,185,Brooks,Yolo County,185,,,,,,,
96074,183,Paskenta,Tehama County,183,,,,,,,
92147,180,San Diego,San Diego County,180,,,,,,,
93260,178,Posey,Tulare County,178,,,,,,,
92332,177,Essex,San Bernardino County,177,,,,,,,
95984,177,Twain,Plumas County,177,,,,,,,
93621,173,Dunlap,Fresno County,173,,,,,,,
96014,173,Callahan,Siskiyou County,173,,,,,,,
96112,172,Fort Bidwell,Modoc County,172,,,,,,,
94576,171,Deer Park,Napa County,171,,,,,,,
92266,170,Palo Verde,Imperial County,170,,,,,,,
95419,169,Camp Meeker,Sonoma County,169,,,,,,,
92385,167,Skyforest,San Bernardino County,167,,,,,,,
95920,164,Butte City,Glenn County,164,,,,,,,
95305,158,Big Oak Flat,Tuolumne County,158,,,,,,,
94972,153,Valley Ford,Sonoma County,153,,,,,,,
96076,152,Platina,Trinity County,152,,,,,,,
94074,151,San Gregorio,San Mateo County,151,,,,,,,
95494,151,Yorkville,Mendocino County,151,,,,,,,
93276,150,Tupman,Kern County,150,,,,,,,
96108,149,Davis Creek,Modoc County,149,,,,,,,
95910,148,Alleghany,Sierra County,148,,,,,,,
96121,145,Milford,Lassen County,145,,,,,,,
95493,144,Witter Springs,Lake County,144,,,,,,,
95595,143,Zenia,Trinity County,143,,,,,,,
96017,143,Castella,Shasta County,143,,,,,,,
95972,142,Rackerby,Yuba County,142,,,,,,,
91046,141,Verdugo City,Los Angeles County,141,,,,,,,
96078,135,Proberta,Tehama County,135,,,,,,,
95679,131,Rumsey,Yolo County,131,,,,,,,
95736,131,Weimar,Placer County,131,,,,,,,
96037,131,Greenview,Siskiyou County,131,,,,,,,
95717,129,Gold Run,Placer County,129,,,,,,,
93208,127,Camp Nelson,Tulare County,127,,,,,,,
90822,125,Long Beach,Los Angeles County,125,,,,,,,
96068,125,Nubieber,Lassen County,125,,,,,,,
94021,123,Loma Mar,San Mateo County,123,,,,,,,
96115,122,Lake City,Modoc County,122,,,,,,,
93244,121,Lemon Cove,Tulare County,121,,,,,,,
95936,121,Downieville,Sierra County,121,,,,,,,
96029,120,Flournoy,Tehama County,120,,,,,,,
93287,119,Woody,Kern County,119,,,,,,,
95429,118,Dos Rios,Mendocino County,118,,,,,,,
95514,117,Blocksburg,Humboldt County,117,,,,,,,
95676,113,Robbins,Sutter County,113,,,,,,,
95715,110,Emigrant Gap,Placer County,110,,,,,,,
93670,108,Yettem,Tulare County,108,,,,,,,
93042,107,Point Mugu Nawc,Ventura County,107,,,,,,,
94573,107,Rutherford,Napa County,107,,,,,,,
95720,107,Kyburz,El Dorado County,107,,,,,,,
95248,106,Rail Road Flat,Calaveras County,106,,,,,,,
96135,106,Vinton,Plumas County,106,,,,,,,
91948,104,Mount Laguna,San Diego County,104,,,,,,,
95986,104,Washington,Nevada County,104,,,,,,,
91980,103,Tecate,San Diego County,103,,,,,,,
95511,102,Alderpoint,Humboldt County,102,,,,,,,
93237,98,Kaweah,Tulare County,98,,,,,,,
95978,98,Stirling City,Butte County,98,,,,,,,
93605,97,Big Creek,Fresno County,97,,,,,,,
93528,94,Johannesburg,Kern County,94,,,,,,,
93524,93,Edwards,Kern County,93,,,,,,,
95140,91,Mount Hamilton,Santa Clara County,91,,,,,,,
95569,91,Redcrest,Humboldt County,91,,,,,,,
95463,88,Navarro,Mendocino County,88,,,,,,,
95625,88,Elmira,Solano County,88,,,,,,,
93522,86,Darwin,Inyo County,86,,,,,,,
93741,77,Fresno,Fresno County,77,,,,,,,
96063,77,Mineral,Tehama County,77,,,,,,,
95431,76,Eldridge,Sonoma County,76,,,,,,,
96040,71,Hat Creek,Shasta County,71,,,,,,,
96031,66,Forks Of Salmon,Siskiyou County,66,,,,,,,
93554,65,Randsburg,Kern County,65,,,,,,,
95944,65,Goodyears Bar,Sierra County,65,,,,,,,
95974,65,Richvale,Butte County,65,,,,,,,
93429,64,Casmalia,Santa Barbara County,64,,,,,,,
95375,64,Strawberry,Tuolumne County,64,,,,,,,
96123,62,Ravendale,Lassen County,62,,,,,,,
95699,60,Drytown,Amador County,60,,,,,,,
95335,58,Long Barn,Tuolumne County,58,,,,,,,
94512,57,Birds Landing,Solano County,57,,,,,,,
91608,56,Universal City,Los Angeles County,56,,,,,,,
93226,55,Glennville,Kern County,55,,,,,,,
95013,53,Coyote,Santa Clara County,53,,,,,,,
95981,52,Strawberry Valley,Plumas County,52,,,,,,,
95735,51,Twin Bridges,El Dorado County,51,,,,,,,
95325,44,Hornitos,Mariposa County,44,,,,,,,
95923,43,Canyon Dam,Plumas County,43,,,,,,,
96136,40,Wendel,Lassen County,40,,,,,,,
96085,38,Scott Bar,Siskiyou County,38,,,,,,,
96110,37,Eagleville,Modoc County,37,,,,,,,
95604,34,Auburn,Placer County,34,,,,,,,
95934,33,Crescent Mills,Plumas County,33,,,,,,,
96119,31,Madeline,Lassen County,31,,,,,,,
95571,30,Weott,Humboldt County,30,,,,,,,
93634,29,Lakeshore,Fresno County,29,,,,,,,
93530,28,Keeler,Inyo County,28,,,,,,,
96010,28,Big Bar,Trinity County,28,,,,,,,
95486,27,Villa Grande,Sonoma County,27,,,,,,,
93633,26,Kings Canyon National Pk,Tulare County,26,,,,,,,
90747,25,Carson,Los Angeles County,25,,,,,,,
92384,23,Shoshone,Inyo County,23,,,,,,,
94950,23,Olema,Marin County,23,,,,,,,
96111,23,Floriston,Nevada County,23,,,,,,,
96116,19,Likely,Modoc County,19,,,,,,,
93262,18,Sequoia National Park,Tulare County,18,,,,,,,
93558,17,Red Mountain,San Bernardino County,17,,,,,,,
96132,17,Termo,Lassen County,17,,,,,,,
92161,12,San Diego,San Diego County,12,,,,,,,
92364,12,Nipton,San Bernardino County,12,,,,,,,
93943,12,Monterey,Monterey County,12,,,,,,,
93408,11,San Luis Obispo,San Luis Obispo County,11,,,,,,,
95680,9,Ryde,Sacramento County,9,,,,,,,
96071,7,Old Station,Shasta County,7,,,,,,,
95480,6,Stewarts Point,Sonoma County,6,,,,,,,
93623,4,Fish Camp,Mariposa County,4,,,,,,,
90052,0,Los Angeles,Los Angeles County,0,,,,,,,
90079,0,Los Angeles,Los Angeles County,0,,,,,,,
90095,0,Los Angeles,Los Angeles County,0,,,,,,,
90506,0,Torrance,Los Angeles County,0,,,,,,,
90831,0,Long Beach,Los Angeles County,0,,,,,,,
90840,0,Long Beach,Los Angeles County,0,,,,,,,
91371,0,Woodland Hills,Los Angeles County,0,,,,,,,
92096,0,San Marcos,San Diego County,0,,,,,,,
92132,0,San Diego,San Diego County,0,,,,,,,
92182,0,San Diego,San Diego County,0,,,,,,,
92222,0,Bard,Imperial County,0,,,,,,,
92267,0,Parker Dam,San Bernardino County,0,,,,,,,
92280,0,Vidal,San Bernardino County,0,,,,,,,
92304,0,Amboy,San Bernardino County,0,,,,,,,
92338,0,Ludlow,San Bernardino County,0,,,,,,,
92415,0,San Bernardino,San Bernardino County,0,,,,,,,
92521,0,Riverside,Riverside County,0,,,,,,,
92697,0,Irvine,Orange County,0,,,,,,,
93064,0,Brandeis,Ventura County,0,,,,,,,
